1.653732e+001	1.815775e+000
1.682843e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.653732e+001	1.815775e+000
1.653732e+001	1.815775e+000
1.682843e+001	1.570796e+000
1.682843e+001	1.570796e+000
1.682843e+001	1.570796e+000
1.723607e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.682843e+001	1.570796e+000
1.682843e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.653732e+001	1.815775e+000
1.653732e+001	1.815775e+000
1.723607e+001	1.570796e+000
1.682843e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.653732e+001	1.815775e+000
1.653732e+001	1.815775e+000
1.682843e+001	1.570796e+000
1.682843e+001	1.570796e+000
1.723607e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.682843e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.682843e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.682843e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.723607e+001	1.570796e+000
1.682843e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.682843e+001	1.570796e+000
1.682843e+001	1.570796e+000
1.723607e+001	1.570796e+000
1.653732e+001	1.815775e+000
1.682843e+001	1.570796e+000
1.723607e+001	1.570796e+000
1.653732e+001	1.815775e+000
